scheduler,percentile,cct_percentile_ms,relative_cct_percentile_vs_dynamic,avg_cct_ms,avg_relative_cct_vs_dynamic,num_coflows,unknown_group_flows
ocs_eps_global_ksp,100.000000,1204.135525,1.787501,1204.135525,1.787501,80,0
pure_ocs_ksp,100.000000,706.111825,1.048200,706.111825,1.048200,80,0
eps_ecmp,100.000000,633.753843,0.940787,633.753843,0.940787,80,0
ocs_eps_large_small,100.000000,762.611817,1.132073,762.611817,1.132073,80,0
pure_ocs_ksp_greedy,100.000000,680.384839,1.010010,680.384839,1.010010,80,0
ocs_eps_preset_greedy,100.000000,636.820202,0.945339,636.820202,0.945339,80,0
ocs_eps_preset_dynamic_greedy,100.000000,673.641979,1.000000,673.641979,1.000000,80,0
pure_ocs_3hop_preset,100.000000,653.705503,0.970405,653.705503,0.970405,80,0
pure_ocs_pruned,100.000000,653.705503,0.970405,653.705503,0.970405,80,0
ocs_eps_pruned,100.000000,618.811899,0.918606,618.811899,0.918606,80,0
